Index,UTC,relPosN,relPosE,CoG
2628,14:14:28.375 02/25/2019,-2.2697,7.2504,135.54
2629,14:14:28.500 02/25/2019,-2.2597,7.2404,135.54
2630,14:14:28.625 02/25/2019,-2.2597,7.2304,135.54
2631,14:14:28.750 02/25/2019,-2.2497,7.2404,135.54
2632,14:14:28.875 02/25/2019,-2.2497,7.2304,135.54
2633,14:14:29.000 02/25/2019,-2.2398,7.2204,135.54
2634,14:14:29.125 02/25/2019,-2.2298,7.2204,135.54
2635,14:14:29.250 02/25/2019,-2.2397,7.2304,135.54
2636,14:14:29.375 02/25/2019,-2.2297,7.2204,135.54
2637,14:14:29.500 02/25/2019,-2.2197,7.2304,135.54
2638,14:14:29.625 02/25/2019,-2.2097,7.2204,135.54
2639,14:14:29.750 02/25/2019,-2.2098,7.2204,135.54
2640,14:14:29.875 02/25/2019,-2.1996,7.2304,135.54
2641,14:14:30.000 02/25/2019,-2.2097,7.2204,135.54
2642,14:14:30.125 02/25/2019,-2.1996,7.2304,135.54
2643,14:14:30.250 02/25/2019,-2.1896,7.2304,135.54
2644,14:14:30.375 02/25/2019,-2.1896,7.2304,135.54
2645,14:14:30.500 02/25/2019,-2.1895,7.2404,135.54
2646,14:14:30.625 02/25/2019,-2.1795,7.2404,135.54
2647,14:14:30.750 02/25/2019,-2.1794,7.2504,135.54
2648,14:14:30.875 02/25/2019,-2.1695,7.2404,135.54
2649,14:14:31.000 02/25/2019,-2.1794,7.2404,135.54
2650,14:14:31.125 02/25/2019,-2.1693,7.2604,135.54
2651,14:14:31.250 02/25/2019,-2.1594,7.2504,135.54
2652,14:14:31.375 02/25/2019,-2.1594,7.2504,135.54
2653,14:14:31.500 02/25/2019,-2.1593,7.2504,135.54
2654,14:14:31.625 02/25/2019,-2.1393,7.2404,135.54
2655,14:14:31.750 02/25/2019,-2.1392,7.2504,135.54
2656,14:14:31.875 02/25/2019,-2.1491,7.2704,135.54
2657,14:14:32.000 02/25/2019,-2.1392,7.2604,135.54
2658,14:14:32.125 02/25/2019,-2.1292,7.2604,135.54
2659,14:14:32.250 02/25/2019,-2.1291,7.2704,135.54
2660,14:14:32.375 02/25/2019,-2.1291,7.2504,135.54
2661,14:14:32.500 02/25/2019,-2.1390,7.2604,135.54
2662,14:14:32.625 02/25/2019,-2.1190,7.2604,135.54
2663,14:14:32.750 02/25/2019,-2.1191,7.2504,135.54
2664,14:14:32.875 02/25/2019,-2.1190,7.2504,135.54
2665,14:14:33.000 02/25/2019,-2.1089,7.2704,135.54
2666,14:14:33.125 02/25/2019,-2.1189,7.2704,135.54
2667,14:14:33.250 02/25/2019,-2.0989,7.2604,135.54
2668,14:14:33.375 02/25/2019,-2.1089,7.2704,135.54
2669,14:14:33.500 02/25/2019,-2.0988,7.2704,135.54
2670,14:14:33.625 02/25/2019,-2.0987,7.2804,135.54
2671,14:14:33.750 02/25/2019,-2.0887,7.2804,135.54
2672,14:14:33.875 02/25/2019,-2.0887,7.2704,135.54
2673,14:14:34.000 02/25/2019,-2.0788,7.2704,135.54
2674,14:14:34.125 02/25/2019,-2.0788,7.2804,135.54
2675,14:14:34.250 02/25/2019,-2.0786,7.2804,135.54
2676,14:14:34.375 02/25/2019,-2.0687,7.2804,135.54
2677,14:14:34.500 02/25/2019,-2.0586,7.2904,135.54
2678,14:14:34.625 02/25/2019,-2.0586,7.3004,135.54
2679,14:14:34.750 02/25/2019,-2.0486,7.3004,135.54
2680,14:14:34.875 02/25/2019,-2.0387,7.2804,135.54
2681,14:14:35.000 02/25/2019,-2.0385,7.3104,135.54
2682,14:14:35.125 02/25/2019,-2.0385,7.3004,135.54
2683,14:14:35.250 02/25/2019,-2.0286,7.3004,135.54
2684,14:14:35.375 02/25/2019,-2.0285,7.3004,135.54
2685,14:14:35.500 02/25/2019,-2.0285,7.2904,135.54
2686,14:14:35.625 02/25/2019,-2.0086,7.2904,135.54
2687,14:14:35.750 02/25/2019,-2.0085,7.3004,135.54
2688,14:14:35.875 02/25/2019,-2.0084,7.2904,135.54
2689,14:14:36.000 02/25/2019,-2.0084,7.3004,135.54
2690,14:14:36.125 02/25/2019,-1.9984,7.3004,135.54
2691,14:14:36.250 02/25/2019,-1.9984,7.3104,135.54
2692,14:14:36.375 02/25/2019,-1.9885,7.3004,135.54
2693,14:14:36.500 02/25/2019,-1.9884,7.2904,135.54
2694,14:14:36.625 02/25/2019,-1.9884,7.2904,135.54
2695,14:14:36.750 02/25/2019,-1.9785,7.2804,135.54
2696,14:14:36.875 02/25/2019,-1.9683,7.3004,135.54
2697,14:14:37.000 02/25/2019,-1.9684,7.2804,135.54
2698,14:14:37.125 02/25/2019,-1.9683,7.2904,135.54
2699,14:14:37.250 02/25/2019,-1.9585,7.2804,135.54
2700,14:14:37.375 02/25/2019,-1.9582,7.3104,135.54
2701,14:14:37.500 02/25/2019,-1.9484,7.2904,135.54
2702,14:14:37.625 02/25/2019,-1.9483,7.3004,135.54
2703,14:14:37.750 02/25/2019,-1.9284,7.2804,135.54
2704,14:14:37.875 02/25/2019,-1.9382,7.3004,135.54
2705,14:14:38.000 02/25/2019,-1.9283,7.3004,135.54
2706,14:14:38.125 02/25/2019,-1.9283,7.3104,135.54
2707,14:14:38.250 02/25/2019,-1.9283,7.3104,135.54
2708,14:14:38.375 02/25/2019,-1.9184,7.3004,135.54
2709,14:14:38.500 02/25/2019,-1.9282,7.3204,135.54
2710,14:14:38.625 02/25/2019,-1.9183,7.3204,135.54
2711,14:14:38.750 02/25/2019,-1.9183,7.3204,135.54
2712,14:14:38.875 02/25/2019,-1.9183,7.3204,135.54
2713,14:14:39.000 02/25/2019,-1.9083,7.3304,135.54
2714,14:14:39.125 02/25/2019,-1.9183,7.3304,135.54
2715,14:14:39.250 02/25/2019,-1.9085,7.3004,135.54
2716,14:14:39.375 02/25/2019,-1.9084,7.3404,135.54
2717,14:14:39.500 02/25/2019,-1.8984,7.3304,135.54
2718,14:14:39.625 02/25/2019,-1.8983,7.3504,135.54
2719,14:14:39.750 02/25/2019,-1.8984,7.3404,135.54
2720,14:14:39.875 02/25/2019,-1.8984,7.3504,135.54
2721,14:14:40.000 02/25/2019,-1.8883,7.3704,135.54
2722,14:14:40.125 02/25/2019,-1.8785,7.3504,135.54
2723,14:14:40.250 02/25/2019,-1.8784,7.3804,135.54
2724,14:14:40.375 02/25/2019,-1.8783,7.3704,135.54
2725,14:14:40.500 02/25/2019,-1.8685,7.3604,135.54
2726,14:14:40.625 02/25/2019,-1.8685,7.3904,135.54
2727,14:14:40.750 02/25/2019,-1.8587,7.3604,135.54
2728,14:14:40.875 02/25/2019,-1.8586,7.3704,135.54
2729,14:14:41.000 02/25/2019,-1.8587,7.3704,135.54
2730,14:14:41.125 02/25/2019,-1.8487,7.3604,135.54
2731,14:14:41.250 02/25/2019,-1.8588,7.3704,135.54
2732,14:14:41.375 02/25/2019,-1.8388,7.3504,135.54
2733,14:14:41.500 02/25/2019,-1.8488,7.3504,135.54
2734,14:14:41.625 02/25/2019,-1.8288,7.3604,135.54
2735,14:14:41.750 02/25/2019,-1.8387,7.3804,135.54
2736,14:14:41.875 02/25/2019,-1.8389,7.3704,135.54
2737,14:14:42.000 02/25/2019,-1.8288,7.3704,135.54
2738,14:14:42.125 02/25/2019,-1.8288,7.3704,135.54
2739,14:14:42.250 02/25/2019,-1.8190,7.3704,135.54
2740,14:14:42.375 02/25/2019,-1.8089,7.3804,135.54
2741,14:14:42.500 02/25/2019,-1.8189,7.3904,135.54
2742,14:14:42.625 02/25/2019,-1.8088,7.3804,135.54
2743,14:14:42.750 02/25/2019,-1.8089,7.4004,135.54
2744,14:14:42.875 02/25/2019,-1.7991,7.3804,135.54
2745,14:14:43.000 02/25/2019,-1.7989,7.3904,135.54
2746,14:14:43.125 02/25/2019,-1.7990,7.3804,135.54
2747,14:14:43.250 02/25/2019,-1.7989,7.3904,135.54
2748,14:14:43.375 02/25/2019,-1.7891,7.3904,135.54
2749,14:14:43.500 02/25/2019,-1.7890,7.3904,135.54
2750,14:14:43.625 02/25/2019,-1.7892,7.3704,135.54
2751,14:14:43.750 02/25/2019,-1.7890,7.4104,135.54
2752,14:14:43.875 02/25/2019,-1.7792,7.3804,135.54
2753,14:14:44.000 02/25/2019,-1.7793,7.3804,135.54
2754,14:14:44.125 02/25/2019,-1.7790,7.3904,135.54
2755,14:14:44.250 02/25/2019,-1.7692,7.3904,135.54
2756,14:14:44.375 02/25/2019,-1.7694,7.3704,135.54
2757,14:14:44.500 02/25/2019,-1.7694,7.3704,135.54
2758,14:14:44.625 02/25/2019,-1.7594,7.3904,135.54
2759,14:14:44.750 02/25/2019,-1.7594,7.3804,135.54
2760,14:14:44.875 02/25/2019,-1.7595,7.3704,135.54
2761,14:14:45.000 02/25/2019,-1.7595,7.3804,135.54
2762,14:14:45.125 02/25/2019,-1.7494,7.3904,135.54
2763,14:14:45.250 02/25/2019,-1.7497,7.3704,135.54
2764,14:14:45.375 02/25/2019,-1.7395,7.3704,135.54
2765,14:14:45.500 02/25/2019,-1.7296,7.3404,135.54
2766,14:14:45.625 02/25/2019,-1.7294,7.3604,135.54
2767,14:14:45.750 02/25/2019,-1.7196,7.3304,135.54
2768,14:14:45.875 02/25/2019,-1.7093,7.3604,135.54
2769,14:14:46.000 02/25/2019,-1.7094,7.3604,135.54
2770,14:14:46.125 02/25/2019,-1.7097,7.3204,135.54
2771,14:14:46.250 02/25/2019,-1.7195,7.3404,135.54
2772,14:14:46.375 02/25/2019,-1.6995,7.3504,135.54
2773,14:14:46.500 02/25/2019,-1.6996,7.3404,135.54
2774,14:14:46.625 02/25/2019,-1.6997,7.3304,135.54
2775,14:14:46.750 02/25/2019,-1.6997,7.3504,135.54
2776,14:14:46.875 02/25/2019,-1.6897,7.3504,135.54
2777,14:14:47.000 02/25/2019,-1.6997,7.3504,135.54
2778,14:14:47.125 02/25/2019,-1.6897,7.3504,135.54
2779,14:14:47.250 02/25/2019,-1.6899,7.3404,135.54
2780,14:14:47.375 02/25/2019,-1.6898,7.3504,135.54
2781,14:14:47.500 02/25/2019,-1.6898,7.3604,135.54
2782,14:14:47.625 02/25/2019,-1.6799,7.3504,135.54
2783,14:14:47.750 02/25/2019,-1.6797,7.3704,135.54
2784,14:14:47.875 02/25/2019,-1.6798,7.3704,135.54
2785,14:14:48.000 02/25/2019,-1.6799,7.3604,135.54
2786,14:14:48.125 02/25/2019,-1.6701,7.3504,135.54
2787,14:14:48.250 02/25/2019,-1.6700,7.3704,135.54
2788,14:14:48.375 02/25/2019,-1.6700,7.3704,135.54
2789,14:14:48.500 02/25/2019,-1.6701,7.3604,135.54
2790,14:14:48.625 02/25/2019,-1.6600,7.3704,135.54
2791,14:14:48.750 02/25/2019,-1.6601,7.3704,135.54
2792,14:14:48.875 02/25/2019,-1.6599,7.3904,135.54
2793,14:14:49.000 02/25/2019,-1.6504,7.3504,135.54
2794,14:14:49.125 02/25/2019,-1.6502,7.3704,135.54
2795,14:14:49.250 02/25/2019,-1.6501,7.4004,135.54
2796,14:14:49.375 02/25/2019,-1.6403,7.3704,135.54
2797,14:14:49.500 02/25/2019,-1.6402,7.3804,135.54
2798,14:14:49.625 02/25/2019,-1.6403,7.3804,135.54
2799,14:14:49.750 02/25/2019,-1.6301,7.3904,135.54
2800,14:14:49.875 02/25/2019,-1.6304,7.3804,135.54
2801,14:14:50.000 02/25/2019,-1.6204,7.3704,135.54
2802,14:14:50.125 02/25/2019,-1.6304,7.3904,135.54
2803,14:14:50.250 02/25/2019,-1.6204,7.3904,135.54
2804,14:14:50.375 02/25/2019,-1.6204,7.3804,135.54
2805,14:14:50.500 02/25/2019,-1.6106,7.3704,135.54
2806,14:14:50.625 02/25/2019,-1.6204,7.4004,135.54
2807,14:14:50.750 02/25/2019,-1.6008,7.3704,135.54
2808,14:14:50.875 02/25/2019,-1.6106,7.3804,135.54
2809,14:14:51.000 02/25/2019,-1.6005,7.3904,135.54
2810,14:14:51.125 02/25/2019,-1.6010,7.3604,135.54
2811,14:14:51.250 02/25/2019,-1.6009,7.3704,135.54
2812,14:14:51.375 02/25/2019,-1.6010,7.3604,135.54
2813,14:14:51.500 02/25/2019,-1.5912,7.3504,135.54
2814,14:14:51.625 02/25/2019,-1.5912,7.3604,135.54
2815,14:14:51.750 02/25/2019,-1.5815,7.3304,135.54
2816,14:14:51.875 02/25/2019,-1.5913,7.3404,135.54
2817,14:14:52.000 02/25/2019,-1.5815,7.3304,135.54
2818,14:14:52.125 02/25/2019,-1.5813,7.3504,135.54
2819,14:14:52.250 02/25/2019,-1.5716,7.3304,135.54
2820,14:14:52.375 02/25/2019,-1.5715,7.3504,135.54
2821,14:14:52.500 02/25/2019,-1.5716,7.3304,135.54
2822,14:14:52.625 02/25/2019,-1.5718,7.3204,135.54
2823,14:14:52.750 02/25/2019,-1.5717,7.3404,135.54
2824,14:14:52.875 02/25/2019,-1.5622,7.2904,135.54
2825,14:14:53.000 02/25/2019,-1.5521,7.3004,135.54
2826,14:14:53.125 02/25/2019,-1.5619,7.3304,135.54
2827,14:14:53.250 02/25/2019,-1.5520,7.2904,135.54
2828,14:14:53.375 02/25/2019,-1.5619,7.3204,135.54
2829,14:14:53.500 02/25/2019,-1.5522,7.2904,135.54
2830,14:14:53.625 02/25/2019,-1.5522,7.3104,135.54
2831,14:14:53.750 02/25/2019,-1.5424,7.2804,135.54
2832,14:14:53.875 02/25/2019,-1.5521,7.3204,135.54
2833,14:14:54.000 02/25/2019,-1.5523,7.3004,135.54
2834,14:14:54.125 02/25/2019,-1.5424,7.2904,135.54
2835,14:14:54.250 02/25/2019,-1.5426,7.2704,135.54
2836,14:14:54.375 02/25/2019,-1.5424,7.3004,135.54
2837,14:14:54.500 02/25/2019,-1.5424,7.2904,135.54
2838,14:14:54.625 02/25/2019,-1.5325,7.3004,135.54
2839,14:14:54.750 02/25/2019,-1.5425,7.2904,135.54
2840,14:14:54.875 02/25/2019,-1.5326,7.2904,135.54
2841,14:14:55.000 02/25/2019,-1.5423,7.3204,135.54
2842,14:14:55.125 02/25/2019,-1.5324,7.3204,135.54
2843,14:14:55.250 02/25/2019,-1.5326,7.3004,135.54
2844,14:14:55.375 02/25/2019,-1.5324,7.3204,135.54
2845,14:14:55.500 02/25/2019,-1.5327,7.3004,135.54
2846,14:14:55.625 02/25/2019,-1.5326,7.3104,135.54
2847,14:14:55.750 02/25/2019,-1.5227,7.3004,135.54
2848,14:14:55.875 02/25/2019,-1.5327,7.3004,135.54
2849,14:14:56.000 02/25/2019,-1.5225,7.3104,135.54
2850,14:14:56.125 02/25/2019,-1.5133,7.2504,135.54
2851,14:14:56.250 02/25/2019,-1.5229,7.2804,135.54
2852,14:14:56.375 02/25/2019,-1.5229,7.2904,135.54
2853,14:14:56.500 02/25/2019,-1.5130,7.2704,135.54
2854,14:14:56.625 02/25/2019,-1.5132,7.2504,135.54
2855,14:14:56.750 02/25/2019,-1.5132,7.2704,135.54
2856,14:14:56.875 02/25/2019,-1.5032,7.2804,135.54
2857,14:14:57.000 02/25/2019,-1.5132,7.2604,135.54
2858,14:14:57.125 02/25/2019,-1.5033,7.2504,135.54
2859,14:14:57.250 02/25/2019,-1.5033,7.2504,135.54
2860,14:14:57.375 02/25/2019,-1.4936,7.2204,135.54
2861,14:14:57.500 02/25/2019,-1.4935,7.2404,135.54
2862,14:14:57.625 02/25/2019,-1.4835,7.2204,135.54
2863,14:14:57.750 02/25/2019,-1.4936,7.2304,135.54
2864,14:14:57.875 02/25/2019,-1.4738,7.2204,135.54
2865,14:14:58.000 02/25/2019,-1.4737,7.2204,135.54
2866,14:14:58.125 02/25/2019,-1.4639,7.1904,135.54
2867,14:14:58.250 02/25/2019,-1.4740,7.1904,135.54
2868,14:14:58.375 02/25/2019,-1.4542,7.1804,135.54
2869,14:14:58.500 02/25/2019,-1.4443,7.1704,135.54
2870,14:14:58.625 02/25/2019,-1.4447,7.1204,135.54
2871,14:14:58.750 02/25/2019,-1.4446,7.1404,135.54
2872,14:14:58.875 02/25/2019,-1.4347,7.1304,135.54
2873,14:14:59.000 02/25/2019,-1.4446,7.1304,135.54
2874,14:14:59.125 02/25/2019,-1.4346,7.1404,135.54
2875,14:14:59.250 02/25/2019,-1.4249,7.1204,135.54
2876,14:14:59.375 02/25/2019,-1.4248,7.1204,135.54
2877,14:14:59.500 02/25/2019,-1.4248,7.1104,135.54
2878,14:14:59.625 02/25/2019,-1.4052,7.0904,135.54
2879,14:14:59.750 02/25/2019,-1.4148,7.1204,135.54
2880,14:14:59.875 02/25/2019,-1.4052,7.0804,135.54
2881,14:15:00.000 02/25/2019,-1.4051,7.1004,135.54
2882,14:15:00.125 02/25/2019,-1.3954,7.0704,135.54
2883,14:15:00.250 02/25/2019,-1.3955,7.0704,135.54
2884,14:15:00.375 02/25/2019,-1.3955,7.0604,135.54
2885,14:15:00.500 02/25/2019,-1.3857,7.0404,135.54
2886,14:15:00.625 02/25/2019,-1.3757,7.0504,135.54
2887,14:15:00.750 02/25/2019,-1.3951,7.1204,135.54
2888,14:15:00.875 02/25/2019,-1.3857,7.0504,135.54
2889,14:15:01.000 02/25/2019,-1.3658,7.0404,135.54
2890,14:15:01.125 02/25/2019,-1.3757,7.0604,135.54
2891,14:15:01.250 02/25/2019,-1.3660,7.0304,135.54
2892,14:15:01.375 02/25/2019,-1.3562,7.0104,135.54
2893,14:15:01.500 02/25/2019,-1.3660,7.0404,135.54
2894,14:15:01.625 02/25/2019,-1.3561,7.0404,135.54
2895,14:15:01.750 02/25/2019,-1.3463,7.0004,135.54
2896,14:15:01.875 02/25/2019,-1.3464,7.0004,135.54
2897,14:15:02.000 02/25/2019,-1.3463,7.0204,135.54
2898,14:15:02.125 02/25/2019,-1.3363,7.0204,135.54
2899,14:15:02.250 02/25/2019,-1.3365,7.0004,135.54
2900,14:15:02.375 02/25/2019,-1.3262,7.0304,135.54
2901,14:15:02.500 02/25/2019,-1.3265,7.0104,135.54
2902,14:15:02.625 02/25/2019,-1.3265,7.0104,135.54
2903,14:15:02.750 02/25/2019,-1.3267,6.9904,135.54
2904,14:15:02.875 02/25/2019,-1.3167,7.0004,135.54
2905,14:15:03.000 02/25/2019,-1.3168,6.9904,135.54
2906,14:15:03.125 02/25/2019,-1.3170,6.9704,135.54
2907,14:15:03.250 02/25/2019,-1.3068,6.9904,135.54
2908,14:15:03.375 02/25/2019,-1.2969,6.9804,135.54
2909,14:15:03.500 02/25/2019,-1.3071,6.9704,135.54
2910,14:15:03.625 02/25/2019,-1.2971,6.9804,135.54
2911,14:15:03.750 02/25/2019,-1.2869,6.9904,135.54
2912,14:15:03.875 02/25/2019,-1.2972,6.9704,135.54
2913,14:15:04.000 02/25/2019,-1.2869,7.0104,135.54
2914,14:15:04.125 02/25/2019,-1.2776,6.9304,135.54
2915,14:15:04.250 02/25/2019,-1.2871,7.0004,135.54
2916,14:15:04.375 02/25/2019,-1.2675,6.9604,135.54
2917,14:15:04.500 02/25/2019,-1.2670,6.9804,135.54
2918,14:15:04.625 02/25/2019,-1.2673,6.9804,135.54
2919,14:15:04.750 02/25/2019,-1.2675,6.9504,135.54
2920,14:15:04.875 02/25/2019,-1.2574,6.9604,135.54
2921,14:15:05.000 02/25/2019,-1.2575,6.9704,135.54
2922,14:15:05.125 02/25/2019,-1.2575,6.9804,135.54
2923,14:15:05.250 02/25/2019,-1.2672,7.0104,135.54
2924,14:15:05.375 02/25/2019,-1.2475,6.9804,135.54
2925,14:15:05.500 02/25/2019,-1.2376,6.9704,135.54
2926,14:15:05.625 02/25/2019,-1.2478,6.9604,135.54
2927,14:15:05.750 02/25/2019,-1.2277,6.9804,135.54
2928,14:15:05.875 02/25/2019,-1.2278,6.9604,135.54
2929,14:15:06.000 02/25/2019,-1.2277,6.9604,135.54
2930,14:15:06.125 02/25/2019,-1.2179,6.9504,135.54
2931,14:15:06.250 02/25/2019,-1.2279,6.9604,135.54
2932,14:15:06.375 02/25/2019,-1.2280,6.9504,135.54
2933,14:15:06.500 02/25/2019,-1.2080,6.9704,135.54
2934,14:15:06.625 02/25/2019,-1.2079,6.9604,135.54
2935,14:15:06.750 02/25/2019,-1.1981,6.9504,135.54
2936,14:15:06.875 02/25/2019,-1.1981,6.9504,135.54
2937,14:15:07.000 02/25/2019,-1.2079,6.9804,135.54
2938,14:15:07.125 02/25/2019,-1.1981,6.9504,135.54
2939,14:15:07.250 02/25/2019,-1.1982,6.9504,135.54
2940,14:15:07.375 02/25/2019,-1.1883,6.9504,135.54
2941,14:15:07.500 02/25/2019,-1.1883,6.9204,135.54
2942,14:15:07.625 02/25/2019,-1.1685,6.9204,135.54
2943,14:15:07.750 02/25/2019,-1.1783,6.9404,135.54
2944,14:15:07.875 02/25/2019,-1.1783,6.9604,135.54
2945,14:15:08.000 02/25/2019,-1.1684,6.9304,135.54
2946,14:15:08.125 02/25/2019,-1.1585,6.9304,135.54
2947,14:15:08.250 02/25/2019,-1.1686,6.9304,135.54
2948,14:15:08.375 02/25/2019,-1.1584,6.9504,135.54
2949,14:15:08.500 02/25/2019,-1.1585,6.9404,135.54
2950,14:15:08.625 02/25/2019,-1.1583,6.9704,135.54
2951,14:15:08.750 02/25/2019,-1.1485,6.9504,135.54
2952,14:15:08.875 02/25/2019,-1.1484,6.9504,135.54
2953,14:15:09.000 02/25/2019,-1.1484,6.9804,135.54
2954,14:15:09.125 02/25/2019,-1.1387,6.9504,135.54
2955,14:15:09.250 02/25/2019,-1.1385,6.9604,135.54
2956,14:15:09.375 02/25/2019,-1.1287,6.9304,135.54
2957,14:15:09.500 02/25/2019,-1.1187,6.9604,135.54
2958,14:15:09.625 02/25/2019,-1.1185,6.9804,135.54
2959,14:15:09.750 02/25/2019,-1.1185,6.9804,135.54
2960,14:15:09.875 02/25/2019,-1.1088,6.9504,135.54
2961,14:15:10.000 02/25/2019,-1.1086,6.9704,135.54
2962,14:15:10.125 02/25/2019,-1.0985,6.9904,135.54
2963,14:15:10.250 02/25/2019,-1.1086,6.9804,135.54
2964,14:15:10.375 02/25/2019,-1.0887,6.9804,135.54
2965,14:15:10.500 02/25/2019,-1.0888,6.9804,135.54
2966,14:15:10.625 02/25/2019,-1.0786,6.9904,135.54
2967,14:15:10.750 02/25/2019,-1.0782,7.0404,135.54
2968,14:15:10.875 02/25/2019,-1.0786,7.0004,135.54
2969,14:15:11.000 02/25/2019,-1.0688,7.0104,135.54
2970,14:15:11.125 02/25/2019,-1.0589,6.9804,135.54
2971,14:15:11.250 02/25/2019,-1.0587,7.0204,135.54
2972,14:15:11.375 02/25/2019,-1.0588,7.0104,135.54
2973,14:15:11.500 02/25/2019,-1.0489,7.0004,135.54
2974,14:15:11.625 02/25/2019,-1.0293,6.9704,135.54
2975,14:15:11.750 02/25/2019,-1.0390,7.0304,135.54
2976,14:15:11.875 02/25/2019,-1.0391,7.0104,135.54
2977,14:15:12.000 02/25/2019,-1.0292,7.0104,135.54
2978,14:15:12.125 02/25/2019,-1.0193,7.0004,135.54
2979,14:15:12.250 02/25/2019,-1.0192,7.0304,135.54
2980,14:15:12.375 02/25/2019,-1.0094,7.0304,135.54
2981,14:15:12.500 02/25/2019,-1.0092,7.0304,135.54
2982,14:15:12.625 02/25/2019,-0.9993,7.0304,135.54
2983,14:15:12.750 02/25/2019,-0.9994,7.0404,135.54
2984,14:15:12.875 02/25/2019,-0.9896,7.0204,135.54
2985,14:15:13.000 02/25/2019,-0.9896,7.0304,135.54
2986,14:15:13.125 02/25/2019,-0.9797,7.0304,135.54
2987,14:15:13.250 02/25/2019,-0.9795,7.0404,135.54
2988,14:15:13.375 02/25/2019,-0.9799,7.0104,135.54
2989,14:15:13.500 02/25/2019,-0.9694,7.0704,135.54
2990,14:15:13.625 02/25/2019,-0.9698,7.0404,135.54
2991,14:15:13.750 02/25/2019,-0.9599,7.0404,135.54
2992,14:15:13.875 02/25/2019,-0.9500,7.0504,135.54
2993,14:15:14.000 02/25/2019,-0.9500,7.0404,135.54
2994,14:15:14.125 02/25/2019,-0.9401,7.0503,135.54
2995,14:15:14.250 02/25/2019,-0.9401,7.0503,135.54
2996,14:15:14.375 02/25/2019,-0.9402,7.0403,135.54
2997,14:15:14.500 02/25/2019,-0.9302,7.0603,135.54
2998,14:15:14.625 02/25/2019,-0.9303,7.0603,135.54
2999,14:15:14.750 02/25/2019,-0.9205,7.0503,135.54
3000,14:15:14.875 02/25/2019,-0.9203,7.0703,135.54
3001,14:15:15.000 02/25/2019,-0.9103,7.0703,135.54
3002,14:15:15.125 02/25/2019,-0.9105,7.0603,135.54
3003,14:15:15.250 02/25/2019,-0.9006,7.0503,135.54
3004,14:15:15.375 02/25/2019,-0.9004,7.0803,135.54
3005,14:15:15.500 02/25/2019,-0.9006,7.0603,135.54
3006,14:15:15.625 02/25/2019,-0.8907,7.0603,135.54
3007,14:15:15.750 02/25/2019,-0.8809,7.0503,135.54
3008,14:15:15.875 02/25/2019,-0.8906,7.0803,135.54
3009,14:15:16.000 02/25/2019,-0.8809,7.0503,135.54
3010,14:15:16.125 02/25/2019,-0.8711,7.0603,135.54
3011,14:15:16.250 02/25/2019,-0.8611,7.0603,135.54
3012,14:15:16.375 02/25/2019,-0.8709,7.0703,135.54
3013,14:15:16.500 02/25/2019,-0.8610,7.0703,135.54
3014,14:15:16.625 02/25/2019,-0.8512,7.0703,135.54
3015,14:15:16.750 02/25/2019,-0.8513,7.0603,135.54
3016,14:15:16.875 02/25/2019,-0.8511,7.1003,135.54
3017,14:15:17.000 02/25/2019,-0.8413,7.0803,135.54
3018,14:15:17.125 02/25/2019,-0.8415,7.0703,135.54
3019,14:15:17.250 02/25/2019,-0.8311,7.1003,135.54
3020,14:15:17.375 02/25/2019,-0.8315,7.0803,135.54
3021,14:15:17.500 02/25/2019,-0.8313,7.0903,135.54
3022,14:15:17.625 02/25/2019,-0.8216,7.0803,135.54
3023,14:15:17.750 02/25/2019,-0.8117,7.0903,135.54
3024,14:15:17.875 02/25/2019,-0.8214,7.0803,135.54
3025,14:15:18.000 02/25/2019,-0.8015,7.0903,135.54
3026,14:15:18.125 02/25/2019,-0.8016,7.0903,135.54
3027,14:15:18.250 02/25/2019,-0.8017,7.0903,135.54
3028,14:15:18.375 02/25/2019,-0.8017,7.0903,135.54
3029,14:15:18.500 02/25/2019,-0.8017,7.1103,135.54
3030,14:15:18.625 02/25/2019,-0.7818,7.0903,135.54
3031,14:15:18.750 02/25/2019,-0.7819,7.1003,135.54
3032,14:15:18.875 02/25/2019,-0.7818,7.1003,135.54
3033,14:15:19.000 02/25/2019,-0.7718,7.1103,135.54
3034,14:15:19.125 02/25/2019,-0.7620,7.0903,135.54
3035,14:15:19.250 02/25/2019,-0.7520,7.1203,135.54
3036,14:15:19.375 02/25/2019,-0.7619,7.1303,135.54
3037,14:15:19.500 02/25/2019,-0.7620,7.1103,135.54
3038,14:15:19.625 02/25/2019,-0.7521,7.1103,135.54
3039,14:15:19.750 02/25/2019,-0.7422,7.1103,135.54
3040,14:15:19.875 02/25/2019,-0.7423,7.1103,135.54
3041,14:15:20.000 02/25/2019,-0.7521,7.1103,135.54
3042,14:15:20.125 02/25/2019,-0.7324,7.1003,135.54
3043,14:15:20.250 02/25/2019,-0.7322,7.1103,135.54
3044,14:15:20.375 02/25/2019,-0.7223,7.1403,135.54
3045,14:15:20.500 02/25/2019,-0.7123,7.1403,135.54
3046,14:15:20.625 02/25/2019,-0.7024,7.1403,135.54
3047,14:15:20.750 02/25/2019,-0.7025,7.1403,135.54
3048,14:15:20.875 02/25/2019,-0.6925,7.1503,135.54
3049,14:15:21.000 02/25/2019,-0.6824,7.1603,135.54
3050,14:15:21.125 02/25/2019,-0.6827,7.1303,135.54
