Index,UTC,relPosN,relPosE,CoG
3051,14:15:21.250 02/25/2019,-0.6826,7.1703,135.54
3052,14:15:21.375 02/25/2019,-0.6726,7.1503,135.54
3053,14:15:21.500 02/25/2019,-0.6727,7.1503,135.54
3054,14:15:21.625 02/25/2019,-0.6627,7.1603,135.54
3055,14:15:21.750 02/25/2019,-0.6626,7.1803,135.54
3056,14:15:21.875 02/25/2019,-0.6529,7.1403,135.54
3057,14:15:22.000 02/25/2019,-0.6527,7.1903,135.54
3058,14:15:22.125 02/25/2019,-0.6530,7.1503,135.54
3059,14:15:22.250 02/25/2019,-0.6330,7.1603,135.54
3060,14:15:22.375 02/25/2019,-0.6328,7.1903,135.54
3061,14:15:22.500 02/25/2019,-0.6230,7.1603,135.54
3062,14:15:22.625 02/25/2019,-0.6230,7.1703,135.54
3063,14:15:22.750 02/25/2019,-0.6133,7.1703,135.54
3064,14:15:22.875 02/25/2019,-0.6131,7.1803,135.54
3065,14:15:23.000 02/25/2019,-0.6031,7.2003,135.54
3066,14:15:23.125 02/25/2019,-0.5932,7.2003,135.54
3067,14:15:23.250 02/25/2019,-0.5934,7.2003,135.54
3068,14:15:23.375 02/25/2019,-0.5833,7.2003,135.54
3069,14:15:23.500 02/25/2019,-0.5737,7.1803,135.54
3070,14:15:23.625 02/25/2019,-0.5738,7.1803,135.54
3071,14:15:23.750 02/25/2019,-0.5541,7.1603,135.54
3072,14:15:23.875 02/25/2019,-0.5639,7.1803,135.54
3073,14:15:24.000 02/25/2019,-0.5442,7.1603,135.54
3074,14:15:24.125 02/25/2019,-0.5344,7.1503,135.54
3075,14:15:24.250 02/25/2019,-0.5345,7.1503,135.54
3076,14:15:24.375 02/25/2019,-0.5246,7.1303,135.54
3077,14:15:24.500 02/25/2019,-0.5148,7.1403,135.54
3078,14:15:24.625 02/25/2019,-0.4949,7.1303,135.54
3079,14:15:24.750 02/25/2019,-0.4949,7.1503,135.54
3080,14:15:24.875 02/25/2019,-0.4948,7.1503,135.54
3081,14:15:25.000 02/25/2019,-0.4850,7.1403,135.54
3082,14:15:25.125 02/25/2019,-0.4750,7.1503,135.54
3083,14:15:25.250 02/25/2019,-0.4750,7.1503,135.54
3084,14:15:25.375 02/25/2019,-0.4550,7.1603,135.54
3085,14:15:25.500 02/25/2019,-0.4451,7.1803,135.54
3086,14:15:25.625 02/25/2019,-0.4454,7.1503,135.54
3087,14:15:25.750 02/25/2019,-0.4550,7.1803,135.54
3088,14:15:25.875 02/25/2019,-0.4253,7.1803,135.54
3089,14:15:26.000 02/25/2019,-0.4252,7.1803,135.54
3090,14:15:26.125 02/25/2019,-0.4154,7.1703,135.54
3091,14:15:26.250 02/25/2019,-0.4154,7.1703,135.54
3092,14:15:26.375 02/25/2019,-0.4055,7.1703,135.54
3093,14:15:26.500 02/25/2019,-0.3955,7.1803,135.54
3094,14:15:26.625 02/25/2019,-0.3858,7.1803,135.54
3095,14:15:26.750 02/25/2019,-0.3857,7.1903,135.54
3096,14:15:26.875 02/25/2019,-0.3855,7.2103,135.54
3097,14:15:27.000 02/25/2019,-0.3753,7.2403,135.54
3098,14:15:27.125 02/25/2019,-0.3657,7.2003,135.54
3099,14:15:27.250 02/25/2019,-0.3654,7.2403,135.54
3100,14:15:27.375 02/25/2019,-0.3457,7.2203,135.54
3101,14:15:27.500 02/25/2019,-0.3456,7.2303,135.54
3102,14:15:27.625 02/25/2019,-0.3456,7.2403,135.54
3103,14:15:27.750 02/25/2019,-0.3355,7.2403,135.54
3104,14:15:27.875 02/25/2019,-0.3259,7.2403,135.54
3105,14:15:28.000 02/25/2019,-0.3255,7.2703,135.54
3106,14:15:28.125 02/25/2019,-0.3257,7.2603,135.54
3107,14:15:28.250 02/25/2019,-0.3156,7.2803,135.54
3108,14:15:28.375 02/25/2019,-0.3158,7.2703,135.54
3109,14:15:28.500 02/25/2019,-0.3057,7.2703,135.54
3110,14:15:28.625 02/25/2019,-0.3154,7.3003,135.54
3111,14:15:28.750 02/25/2019,-0.2959,7.2803,135.54
3112,14:15:28.875 02/25/2019,-0.2958,7.2803,135.54
3113,14:15:29.000 02/25/2019,-0.2858,7.3003,135.54
3114,14:15:29.125 02/25/2019,-0.2858,7.3103,135.54
3115,14:15:29.250 02/25/2019,-0.2857,7.3103,135.54
3116,14:15:29.375 02/25/2019,-0.2660,7.2903,135.54
3117,14:15:29.500 02/25/2019,-0.2658,7.3103,135.54
3118,14:15:29.625 02/25/2019,-0.2658,7.3103,135.54
3119,14:15:29.750 02/25/2019,-0.2559,7.3203,135.54
3120,14:15:29.875 02/25/2019,-0.2559,7.3303,135.54
3121,14:15:30.000 02/25/2019,-0.2359,7.3503,135.54
3122,14:15:30.125 02/25/2019,-0.2260,7.3303,135.54
3123,14:15:30.250 02/25/2019,-0.2459,7.3503,135.54
3124,14:15:30.375 02/25/2019,-0.2158,7.3603,135.54
3125,14:15:30.500 02/25/2019,-0.2160,7.3703,135.54
3126,14:15:30.625 02/25/2019,-0.2159,7.3603,135.54
3127,14:15:30.750 02/25/2019,-0.1961,7.3503,135.54
3128,14:15:30.875 02/25/2019,-0.2058,7.3903,135.54
3129,14:15:31.000 02/25/2019,-0.2056,7.3903,135.54
3130,14:15:31.125 02/25/2019,-0.1957,7.4003,135.54
3131,14:15:31.250 02/25/2019,-0.1761,7.3803,135.54
3132,14:15:31.375 02/25/2019,-0.1859,7.4003,135.54
3133,14:15:31.500 02/25/2019,-0.1855,7.4303,135.54
3134,14:15:31.625 02/25/2019,-0.1758,7.4103,135.54
3135,14:15:31.750 02/25/2019,-0.1657,7.4403,135.54
3136,14:15:31.875 02/25/2019,-0.1658,7.4503,135.54
3137,14:15:32.000 02/25/2019,-0.1556,7.4603,135.54
3138,14:15:32.125 02/25/2019,-0.1657,7.4603,135.54
3139,14:15:32.250 02/25/2019,-0.1656,7.4803,135.54
3140,14:15:32.375 02/25/2019,-0.1556,7.4803,135.54
3141,14:15:32.500 02/25/2019,-0.1456,7.5003,135.54
3142,14:15:32.625 02/25/2019,-0.1358,7.4703,135.54
3143,14:15:32.750 02/25/2019,-0.1457,7.5003,135.54
3144,14:15:32.875 02/25/2019,-0.1257,7.5003,135.54
3145,14:15:33.000 02/25/2019,-0.1156,7.5203,135.54
3146,14:15:33.125 02/25/2019,-0.1156,7.5203,135.54
3147,14:15:33.250 02/25/2019,-0.1155,7.5403,135.54
3148,14:15:33.375 02/25/2019,-0.1055,7.5403,135.54
3149,14:15:33.500 02/25/2019,-0.1057,7.5403,135.54
3150,14:15:33.625 02/25/2019,-0.1055,7.5603,135.54
3151,14:15:33.750 02/25/2019,-0.0856,7.5603,135.54
3152,14:15:33.875 02/25/2019,-0.0957,7.5503,135.54
3153,14:15:34.000 02/25/2019,-0.0956,7.5703,135.54
3154,14:15:34.125 02/25/2019,-0.0755,7.5903,135.54
3155,14:15:34.250 02/25/2019,-0.0755,7.6003,135.54
3156,14:15:34.375 02/25/2019,-0.0557,7.5903,135.54
3157,14:15:34.500 02/25/2019,-0.0557,7.5903,135.54
3158,14:15:34.625 02/25/2019,-0.0554,7.6303,135.54
3159,14:15:34.750 02/25/2019,-0.0456,7.6003,135.54
3160,14:15:34.875 02/25/2019,-0.0454,7.6403,135.54
3161,14:15:35.000 02/25/2019,-0.0356,7.6203,135.54
3162,14:15:35.125 02/25/2019,-0.0354,7.6503,135.54
3163,14:15:35.250 02/25/2019,-0.0257,7.6203,135.54
3164,14:15:35.375 02/25/2019,-0.0156,7.6403,135.54
3165,14:15:35.500 02/25/2019,-0.0254,7.6603,135.54
3166,14:15:35.625 02/25/2019,-0.0156,7.6503,135.54
3167,14:15:35.750 02/25/2019,-0.0055,7.6703,135.54
3168,14:15:35.875 02/25/2019,-0.0055,7.6703,135.54
3169,14:15:36.000 02/25/2019,-0.0056,7.6703,135.54
3170,14:15:36.125 02/25/2019,-0.0056,7.6803,135.54
3171,14:15:36.250 02/25/2019,-0.0053,7.7003,135.54
3172,14:15:36.375 02/25/2019,0.0146,7.7003,135.54
3173,14:15:36.500 02/25/2019,0.0144,7.6903,135.54
3174,14:15:36.625 02/25/2019,0.0146,7.7103,135.54
3175,14:15:36.750 02/25/2019,0.0247,7.7203,135.54
3176,14:15:36.875 02/25/2019,0.0246,7.7103,135.54
3177,14:15:37.000 02/25/2019,0.0248,7.7303,135.54
3178,14:15:37.125 02/25/2019,0.0246,7.7303,135.54
3179,14:15:37.250 02/25/2019,0.0348,7.7503,135.54
3180,14:15:37.375 02/25/2019,0.0346,7.7203,135.54
3181,14:15:37.500 02/25/2019,0.0448,7.7503,135.54
3182,14:15:37.625 02/25/2019,0.0450,7.7703,135.54
3183,14:15:37.750 02/25/2019,0.0548,7.7603,135.54
3184,14:15:37.875 02/25/2019,0.0646,7.7503,135.54
3185,14:15:38.000 02/25/2019,0.0648,7.7603,135.54
3186,14:15:38.125 02/25/2019,0.0649,7.7903,135.54
3187,14:15:38.250 02/25/2019,0.0848,7.7703,135.54
3188,14:15:38.375 02/25/2019,0.0643,7.7503,135.54
3189,14:15:38.500 02/25/2019,0.0744,7.7703,135.54
3190,14:15:38.625 02/25/2019,0.0743,7.7603,135.54
3191,14:15:38.750 02/25/2019,0.0842,7.7503,135.54
3192,14:15:38.875 02/25/2019,0.0942,7.7503,135.54
3193,14:15:39.000 02/25/2019,0.0843,7.7803,135.54
3194,14:15:39.125 02/25/2019,0.1043,7.7803,135.54
3195,14:15:39.250 02/25/2019,0.1043,7.7803,135.54
3196,14:15:39.375 02/25/2019,0.1044,7.8003,135.54
3197,14:15:39.500 02/25/2019,0.1144,7.7903,135.54
3198,14:15:39.625 02/25/2019,0.1146,7.8303,135.54
3199,14:15:39.750 02/25/2019,0.1244,7.8103,135.54
3200,14:15:39.875 02/25/2019,0.1244,7.8103,135.54
3201,14:15:40.000 02/25/2019,0.1345,7.8303,135.54
3202,14:15:40.125 02/25/2019,0.1345,7.8303,135.54
3203,14:15:40.250 02/25/2019,0.1444,7.8303,135.54
3204,14:15:40.375 02/25/2019,0.1547,7.8603,135.54
3205,14:15:40.500 02/25/2019,0.1446,7.8603,135.54
3206,14:15:40.625 02/25/2019,0.1647,7.8803,135.54
3207,14:15:40.750 02/25/2019,0.1645,7.8503,135.54
3208,14:15:40.875 02/25/2019,0.1648,7.9003,135.54
3209,14:15:41.000 02/25/2019,0.1747,7.8803,135.54
3210,14:15:41.125 02/25/2019,0.1749,7.9103,135.54
3211,14:15:41.250 02/25/2019,0.1846,7.8803,135.54
3212,14:15:41.375 02/25/2019,0.1743,7.8703,135.54
3213,14:15:41.500 02/25/2019,0.1837,7.8203,135.54
3214,14:15:41.625 02/25/2019,0.1737,7.8303,135.54
3215,14:15:41.750 02/25/2019,0.1735,7.8103,135.54
3216,14:15:41.875 02/25/2019,0.1830,7.7703,135.54
3217,14:15:42.000 02/25/2019,0.1731,7.7703,135.54
3218,14:15:42.125 02/25/2019,0.1827,7.7403,135.54
3219,14:15:42.250 02/25/2019,0.1828,7.7603,135.54
3220,14:15:42.375 02/25/2019,0.1928,7.7503,135.54
3221,14:15:42.500 02/25/2019,0.1928,7.7603,135.54
3222,14:15:42.625 02/25/2019,0.1829,7.7703,135.54
3223,14:15:42.750 02/25/2019,0.1831,7.7903,135.54
3224,14:15:42.875 02/25/2019,0.1830,7.7803,135.54
3225,14:15:43.000 02/25/2019,0.1930,7.8003,135.54
3226,14:15:43.125 02/25/2019,0.1930,7.7903,135.54
3227,14:15:43.250 02/25/2019,0.2030,7.7903,135.54
3228,14:15:43.375 02/25/2019,0.1932,7.8103,135.54
3229,14:15:43.500 02/25/2019,0.2030,7.7803,135.54
3230,14:15:43.625 02/25/2019,0.2128,7.7603,135.54
3231,14:15:43.750 02/25/2019,0.2230,7.7703,135.54
3232,14:15:43.875 02/25/2019,0.2228,7.7503,135.54
3233,14:15:44.000 02/25/2019,0.2326,7.7303,135.54
3234,14:15:44.125 02/25/2019,0.2328,7.7503,135.54
3235,14:15:44.250 02/25/2019,0.2327,7.7403,135.54
3236,14:15:44.375 02/25/2019,0.2429,7.7503,135.54
3237,14:15:44.500 02/25/2019,0.2327,7.7403,135.54
3238,14:15:44.625 02/25/2019,0.2528,7.7503,135.54
3239,14:15:44.750 02/25/2019,0.2528,7.7503,135.54
3240,14:15:44.875 02/25/2019,0.2429,7.7603,135.54
3241,14:15:45.000 02/25/2019,0.2529,7.7603,135.54
3242,14:15:45.125 02/25/2019,0.2631,7.7803,135.54
3243,14:15:45.250 02/25/2019,0.2629,7.7603,135.54
3244,14:15:45.375 02/25/2019,0.2632,7.8003,135.54
3245,14:15:45.500 02/25/2019,0.2732,7.7903,135.54
3246,14:15:45.625 02/25/2019,0.2734,7.8103,135.54
3247,14:15:45.750 02/25/2019,0.2734,7.8003,135.54
3248,14:15:45.875 02/25/2019,0.2736,7.8103,135.54
3249,14:15:46.000 02/25/2019,0.2737,7.8303,135.54
3250,14:15:46.125 02/25/2019,0.2738,7.8403,135.54
3251,14:15:46.250 02/25/2019,0.2837,7.8303,135.54
3252,14:15:46.375 02/25/2019,0.2838,7.8403,135.54
3253,14:15:46.500 02/25/2019,0.2739,7.8403,135.54
3254,14:15:46.625 02/25/2019,0.2839,7.8403,135.54
3255,14:15:46.750 02/25/2019,0.2838,7.8303,135.54
3256,14:15:46.875 02/25/2019,0.2839,7.8303,135.54
3257,14:15:47.000 02/25/2019,0.2938,7.8103,135.54
3258,14:15:47.125 02/25/2019,0.2840,7.8203,135.54
3259,14:15:47.250 02/25/2019,0.3038,7.8103,135.54
3260,14:15:47.375 02/25/2019,0.2938,7.7903,135.54
3261,14:15:47.500 02/25/2019,0.3037,7.7703,135.54
3262,14:15:47.625 02/25/2019,0.3136,7.7403,135.54
3263,14:15:47.750 02/25/2019,0.3037,7.7403,135.54
3264,14:15:47.875 02/25/2019,0.3134,7.7003,135.54
3265,14:15:48.000 02/25/2019,0.3233,7.6803,135.54
3266,14:15:48.125 02/25/2019,0.3133,7.6703,135.54
3267,14:15:48.250 02/25/2019,0.3233,7.6603,135.54
3268,14:15:48.375 02/25/2019,0.3329,7.6203,135.54
3269,14:15:48.500 02/25/2019,0.3429,7.6003,135.54
3270,14:15:48.625 02/25/2019,0.3330,7.6003,135.54
3271,14:15:48.750 02/25/2019,0.3430,7.5903,135.54
3272,14:15:48.875 02/25/2019,0.3527,7.5503,135.54
3273,14:15:49.000 02/25/2019,0.3527,7.5503,135.54
3274,14:15:49.125 02/25/2019,0.3527,7.5303,135.54
3275,14:15:49.250 02/25/2019,0.3626,7.5203,135.54
3276,14:15:49.375 02/25/2019,0.3426,7.5003,135.54
3277,14:15:49.500 02/25/2019,0.3627,7.5103,135.54
3278,14:15:49.625 02/25/2019,0.3624,7.4703,135.54
3279,14:15:49.750 02/25/2019,0.3524,7.4503,135.54
3280,14:15:49.875 02/25/2019,0.3723,7.4403,135.54
3281,14:15:50.000 02/25/2019,0.3723,7.4303,135.54
3282,14:15:50.125 02/25/2019,0.3723,7.4303,135.54
3283,14:15:50.250 02/25/2019,0.3921,7.4203,135.54
3284,14:15:50.375 02/25/2019,0.4019,7.3703,135.54
3285,14:15:50.500 02/25/2019,0.4017,7.3403,135.54
3286,14:15:50.625 02/25/2019,0.4115,7.3003,135.54
3287,14:15:50.750 02/25/2019,0.4311,7.2503,135.54
3288,14:15:50.875 02/25/2019,0.4411,7.2503,135.54
3289,14:15:51.000 02/25/2019,0.4409,7.2203,135.54
3290,14:15:51.125 02/25/2019,0.4508,7.2003,135.54
3291,14:15:51.250 02/25/2019,0.4702,7.1403,135.54
3292,14:15:51.375 02/25/2019,0.4603,7.1303,135.54
3293,14:15:51.500 02/25/2019,0.4903,7.1403,135.54
3294,14:15:51.625 02/25/2019,0.4901,7.1103,135.54
3295,14:15:51.750 02/25/2019,0.4901,7.1203,135.54
3296,14:15:51.875 02/25/2019,0.5000,7.1103,135.54
3297,14:15:52.000 02/25/2019,0.5199,7.0903,135.54
3298,14:15:52.125 02/25/2019,0.5199,7.0903,135.54
3299,14:15:52.250 02/25/2019,0.5197,7.0803,135.54
3300,14:15:52.375 02/25/2019,0.5198,7.0803,135.54
3301,14:15:52.500 02/25/2019,0.5199,7.1003,135.54
3302,14:15:52.625 02/25/2019,0.5495,7.0803,135.54
3303,14:15:52.750 02/25/2019,0.5398,7.1003,135.54
3304,14:15:52.875 02/25/2019,0.5497,7.1103,135.54
3305,14:15:53.000 02/25/2019,0.5495,7.1003,135.54
3306,14:15:53.125 02/25/2019,0.5596,7.1003,135.54
3307,14:15:53.250 02/25/2019,0.5595,7.1103,135.54
3308,14:15:53.375 02/25/2019,0.5498,7.1303,135.54
3309,14:15:53.500 02/25/2019,0.5694,7.1003,135.54
3310,14:15:53.625 02/25/2019,0.5695,7.1103,135.54
3311,14:15:53.750 02/25/2019,0.5595,7.1203,135.54
3312,14:15:53.875 02/25/2019,0.5693,7.1103,135.54
3313,14:15:54.000 02/25/2019,0.5794,7.1203,135.54
3314,14:15:54.125 02/25/2019,0.5793,7.1203,135.54
3315,14:15:54.250 02/25/2019,0.5796,7.1403,135.54
3316,14:15:54.375 02/25/2019,0.5893,7.1303,135.54
3317,14:15:54.500 02/25/2019,0.5795,7.1303,135.54
3318,14:15:54.625 02/25/2019,0.5894,7.1503,135.54
3319,14:15:54.750 02/25/2019,0.5893,7.1303,135.54
3320,14:15:54.875 02/25/2019,0.5892,7.1203,135.54
3321,14:15:55.000 02/25/2019,0.5894,7.1403,135.54
3322,14:15:55.125 02/25/2019,0.5895,7.1703,135.54
3323,14:15:55.250 02/25/2019,0.5992,7.1403,135.54
3324,14:15:55.375 02/25/2019,0.5893,7.1503,135.54
3325,14:15:55.500 02/25/2019,0.6090,7.1403,135.54
3326,14:15:55.625 02/25/2019,0.6091,7.1503,135.54
3327,14:15:55.750 02/25/2019,0.6090,7.1503,135.54
3328,14:15:55.875 02/25/2019,0.6189,7.1403,135.54
3329,14:15:56.000 02/25/2019,0.6189,7.1503,135.54
3330,14:15:56.125 02/25/2019,0.6190,7.1703,135.54
3331,14:15:56.250 02/25/2019,0.6189,7.1603,135.54
3332,14:15:56.375 02/25/2019,0.6288,7.1503,135.54
3333,14:15:56.500 02/25/2019,0.6288,7.1603,135.54
3334,14:15:56.625 02/25/2019,0.6289,7.1703,135.54
3335,14:15:56.750 02/25/2019,0.6289,7.1803,135.54
3336,14:15:56.875 02/25/2019,0.6484,7.1403,135.54
3337,14:15:57.000 02/25/2019,0.6289,7.1903,135.54
3338,14:15:57.125 02/25/2019,0.6388,7.1903,135.54
3339,14:15:57.250 02/25/2019,0.6484,7.1603,135.54
3340,14:15:57.375 02/25/2019,0.6587,7.1803,135.54
3341,14:15:57.500 02/25/2019,0.6485,7.1803,135.54
3342,14:15:57.625 02/25/2019,0.6486,7.1903,135.54
3343,14:15:57.750 02/25/2019,0.6484,7.1703,135.54
3344,14:15:57.875 02/25/2019,0.6584,7.1903,135.54
3345,14:15:58.000 02/25/2019,0.6585,7.2103,135.54
3346,14:15:58.125 02/25/2019,0.6585,7.2103,135.54
3347,14:15:58.250 02/25/2019,0.6583,7.1803,135.54
3348,14:15:58.375 02/25/2019,0.6684,7.2003,135.54
3349,14:15:58.500 02/25/2019,0.6584,7.1903,135.54
3350,14:15:58.625 02/25/2019,0.6583,7.1903,135.54
3351,14:15:58.750 02/25/2019,0.6684,7.2103,135.54
3352,14:15:58.875 02/25/2019,0.6584,7.2103,135.54
3353,14:15:59.000 02/25/2019,0.6684,7.2203,135.54
3354,14:15:59.125 02/25/2019,0.6582,7.1903,135.54
3355,14:15:59.250 02/25/2019,0.6681,7.2003,135.54
3356,14:15:59.375 02/25/2019,0.6683,7.2203,135.54
3357,14:15:59.500 02/25/2019,0.6682,7.2103,135.54
3358,14:15:59.625 02/25/2019,0.6680,7.2003,135.54
3359,14:15:59.750 02/25/2019,0.6681,7.2103,135.54
3360,14:15:59.875 02/25/2019,0.6681,7.2203,135.54
3361,14:16:00.000 02/25/2019,0.6781,7.2303,135.54
3362,14:16:00.125 02/25/2019,0.6779,7.2203,135.54
3363,14:16:00.250 02/25/2019,0.6679,7.2103,135.54
3364,14:16:00.375 02/25/2019,0.6578,7.2003,135.54
3365,14:16:00.500 02/25/2019,0.6780,7.2303,135.54
3366,14:16:00.625 02/25/2019,0.6779,7.2303,135.54
3367,14:16:00.750 02/25/2019,0.6579,7.2303,135.54
3368,14:16:00.875 02/25/2019,0.6680,7.2403,135.54
3369,14:16:01.000 02/25/2019,0.6580,7.2503,135.54
3370,14:16:01.125 02/25/2019,0.6778,7.2303,135.54
3371,14:16:01.250 02/25/2019,0.6579,7.2303,135.54
3372,14:16:01.375 02/25/2019,0.6579,7.2403,135.54
3373,14:16:01.500 02/25/2019,0.6578,7.2403,135.54
3374,14:16:01.625 02/25/2019,0.6480,7.2403,135.54
3375,14:16:01.750 02/25/2019,0.6481,7.2603,135.54
3376,14:16:01.875 02/25/2019,0.6479,7.2503,135.54
3377,14:16:02.000 02/25/2019,0.6479,7.2503,135.54
3378,14:16:02.125 02/25/2019,0.6377,7.2303,135.54
3379,14:16:02.250 02/25/2019,0.6281,7.2703,135.54
3380,14:16:02.375 02/25/2019,0.6181,7.2603,135.54
3381,14:16:02.500 02/25/2019,0.6281,7.2703,135.54
3382,14:16:02.625 02/25/2019,0.6081,7.2503,135.54
3383,14:16:02.750 02/25/2019,0.5982,7.2703,135.54
3384,14:16:02.875 02/25/2019,0.6084,7.2803,135.54
3385,14:16:03.000 02/25/2019,0.5980,7.2503,135.54
3386,14:16:03.125 02/25/2019,0.5982,7.2603,135.54
3387,14:16:03.250 02/25/2019,0.5783,7.2803,135.54
3388,14:16:03.375 02/25/2019,0.5783,7.2603,135.54
3389,14:16:03.500 02/25/2019,0.5782,7.2603,135.54
3390,14:16:03.625 02/25/2019,0.5685,7.3003,135.54
3391,14:16:03.750 02/25/2019,0.5486,7.2803,135.54
3392,14:16:03.875 02/25/2019,0.5486,7.2803,135.54
3393,14:16:04.000 02/25/2019,0.5583,7.2703,135.54
3394,14:16:04.125 02/25/2019,0.5485,7.2903,135.54
3395,14:16:04.250 02/25/2019,0.5386,7.2903,135.54
3396,14:16:04.375 02/25/2019,0.5385,7.2803,135.54
3397,14:16:04.500 02/25/2019,0.5186,7.2803,135.54
3398,14:16:04.625 02/25/2019,0.5188,7.3103,135.54
3399,14:16:04.750 02/25/2019,0.5287,7.2903,135.54
3400,14:16:04.875 02/25/2019,0.4987,7.2803,135.54
3401,14:16:05.000 02/25/2019,0.5090,7.3103,135.54
3402,14:16:05.125 02/25/2019,0.5088,7.3003,135.54
3403,14:16:05.250 02/25/2019,0.4889,7.3003,135.54
3404,14:16:05.375 02/25/2019,0.4989,7.3003,135.54
3405,14:16:05.500 02/25/2019,0.4790,7.3103,135.54
3406,14:16:05.625 02/25/2019,0.4689,7.3003,135.54
3407,14:16:05.750 02/25/2019,0.4788,7.3003,135.54
3408,14:16:05.875 02/25/2019,0.4591,7.3103,135.54
3409,14:16:06.000 02/25/2019,0.4590,7.3003,135.54
3410,14:16:06.125 02/25/2019,0.4590,7.3203,135.54
3411,14:16:06.250 02/25/2019,0.4492,7.3403,135.54
3412,14:16:06.375 02/25/2019,0.4393,7.3503,135.54
3413,14:16:06.500 02/25/2019,0.4293,7.3403,135.54
3414,14:16:06.625 02/25/2019,0.4293,7.3403,135.54
3415,14:16:06.750 02/25/2019,0.4193,7.3303,135.54
3416,14:16:06.875 02/25/2019,0.4093,7.3303,135.54
3417,14:16:07.000 02/25/2019,0.4096,7.3703,135.54
3418,14:16:07.125 02/25/2019,0.3996,7.3603,135.54
3419,14:16:07.250 02/25/2019,0.3796,7.3503,135.54
3420,14:16:07.375 02/25/2019,0.3894,7.3403,135.54
3421,14:16:07.500 02/25/2019,0.3697,7.3603,135.54
3422,14:16:07.625 02/25/2019,0.3795,7.3603,135.54
3423,14:16:07.750 02/25/2019,0.3697,7.3703,135.54
3424,14:16:07.875 02/25/2019,0.3696,7.3603,135.54
3425,14:16:08.000 02/25/2019,0.3596,7.3503,135.54
3426,14:16:08.125 02/25/2019,0.3497,7.3603,135.54
3427,14:16:08.250 02/25/2019,0.3497,7.3603,135.54
3428,14:16:08.375 02/25/2019,0.3397,7.3703,135.54
3429,14:16:08.500 02/25/2019,0.3498,7.3803,135.54
3430,14:16:08.625 02/25/2019,0.3299,7.3903,135.54
3431,14:16:08.750 02/25/2019,0.3297,7.3503,135.54
3432,14:16:08.875 02/25/2019,0.3199,7.3803,135.54
3433,14:16:09.000 02/25/2019,0.3198,7.3603,135.54
3434,14:16:09.125 02/25/2019,0.3200,7.3703,135.54
3435,14:16:09.250 02/25/2019,0.3100,7.3803,135.54
3436,14:16:09.375 02/25/2019,0.3100,7.3903,135.54
3437,14:16:09.500 02/25/2019,0.2999,7.3603,135.54
3438,14:16:09.625 02/25/2019,0.2998,7.3603,135.54
3439,14:16:09.750 02/25/2019,0.2804,7.4003,135.54
3440,14:16:09.875 02/25/2019,0.2800,7.3703,135.54
3441,14:16:10.000 02/25/2019,0.2802,7.4003,135.54
3442,14:16:10.125 02/25/2019,0.2603,7.3903,135.54
3443,14:16:10.250 02/25/2019,0.2601,7.3803,135.54
3444,14:16:10.375 02/25/2019,0.2402,7.3803,135.54
3445,14:16:10.500 02/25/2019,0.2305,7.3903,135.54
3446,14:16:10.625 02/25/2019,0.2305,7.4003,135.54
3447,14:16:10.750 02/25/2019,0.2303,7.3803,135.54
3448,14:16:10.875 02/25/2019,0.2106,7.4003,135.54
3449,14:16:11.000 02/25/2019,0.1908,7.4303,135.54
3450,14:16:11.125 02/25/2019,0.2108,7.4203,135.54
3451,14:16:11.250 02/25/2019,0.2006,7.4103,135.54
3452,14:16:11.375 02/25/2019,0.2006,7.4003,135.54
3453,14:16:11.500 02/25/2019,0.1807,7.4203,135.54
3454,14:16:11.625 02/25/2019,0.1809,7.4303,135.54
3455,14:16:11.750 02/25/2019,0.1707,7.4003,135.54
3456,14:16:11.875 02/25/2019,0.1607,7.4003,135.54
3457,14:16:12.000 02/25/2019,0.1609,7.4203,135.54
3458,14:16:12.125 02/25/2019,0.1508,7.4003,135.54
3459,14:16:12.250 02/25/2019,0.1411,7.4303,135.54
3460,14:16:12.375 02/25/2019,0.1410,7.4203,135.54
3461,14:16:12.500 02/25/2019,0.1311,7.4203,135.54
3462,14:16:12.625 02/25/2019,0.1310,7.4103,135.54
3463,14:16:12.750 02/25/2019,0.1210,7.4303,135.54
3464,14:16:12.875 02/25/2019,0.1113,7.4403,135.54
3465,14:16:13.000 02/25/2019,0.1111,7.4203,135.54
3466,14:16:13.125 02/25/2019,0.1112,7.4303,135.54
3467,14:16:13.250 02/25/2019,0.1011,7.4203,135.54
3468,14:16:13.375 02/25/2019,0.0815,7.4503,135.54
3469,14:16:13.500 02/25/2019,0.0813,7.4403,135.54
3470,14:16:13.625 02/25/2019,0.0813,7.4403,135.54
3471,14:16:13.750 02/25/2019,0.0714,7.4503,135.54
3472,14:16:13.875 02/25/2019,0.0619,7.5103,135.54
3473,14:16:14.000 02/25/2019,0.0717,7.4803,135.54
3474,14:16:14.125 02/25/2019,0.0618,7.5003,135.54
3475,14:16:14.250 02/25/2019,0.0617,7.4803,135.54
3476,14:16:14.375 02/25/2019,0.0519,7.5203,135.54
3477,14:16:14.500 02/25/2019,0.0519,7.5103,135.54
3478,14:16:14.625 02/25/2019,0.0619,7.5203,135.54
3479,14:16:14.750 02/25/2019,0.0519,7.5203,135.54
3480,14:16:14.875 02/25/2019,0.0421,7.5403,135.54
3481,14:16:15.000 02/25/2019,0.0220,7.5403,135.54
3482,14:16:15.125 02/25/2019,0.0321,7.5503,135.54
3483,14:16:15.250 02/25/2019,0.0321,7.5603,135.54
